x-coord,y-coord,z-coord,timedatestamp,SIM1C,SIM2C,SIM3C,SIM4C,SIM5C,SIM6C,SIM7C
1000,-600,15,1,0,0,0,0,0,0,0
1000,-500,15,1,0,0,0,0,0,0,0
1000,-400,15,1,0,0,0,0,0,0,0
1000,-300,15,1,0,0,0,0,0,0,0
1000,-200,15,1,0,0,0,0,0,0,1.47
1000,-100,15,1,24.3,22.1,20.73,23.49,13.12,13.09,48.28
1000,0,15,1,162.91,147.03,137.41,157.4,86.69,86.45,218.92
1000,100,15,1,24.3,22.09,20.73,23.48,13.12,13.09,48.28
1000,200,15,1,0,0,0,0,0,0,1.47
1000,300,15,1,0,0,0,0,0,0,0
1000,400,15,1,0,0,0,0,0,0,0
1000,500,15,1,0,0,0,0,0,0,0
1000,600,15,1,0,0,0,0,0,0,0
1000,700,15,1,0,0,0,0,0,0,0
1000,800,15,1,0,0,0,0,0,0,0
1000,900,15,1,0,0,0,0,0,0,0
1000,1000,15,1,0,0,0,0,0,0,0
1000,-1000,18,1,0,0,0,0,0,0,0
1000,-900,18,1,0,0,0,0,0,0,0
1000,-800,18,1,0,0,0,0,0,0,0
1000,-700,18,1,0,0,0,0,0,0,0
1000,-600,18,1,0,0,0,0,0,0,0
1000,-500,18,1,0,0,0,0,0,0,0
1000,-400,18,1,0,0,0,0,0,0,0
1000,-300,18,1,0,0,0,0,0,0,0
1000,-200,18,1,0,0,0,0,0,0,1.38
1000,-100,18,1,21.93,20.33,19.28,21.19,12.07,12.17,44.48
1000,0,18,1,146.95,135.26,127.81,141.97,79.74,80.4,199.77
1000,100,18,1,21.92,20.33,19.28,21.19,12.07,12.17,44.48
1000,200,18,1,0,0,0,0,0,0,1.38
1000,300,18,1,0,0,0,0,0,0,0
1000,400,18,1,0,0,0,0,0,0,0
1000,500,18,1,0,0,0,0,0,0,0
1000,600,18,1,0,0,0,0,0,0,0
1000,700,18,1,0,0,0,0,0,0,0
1000,800,18,1,0,0,0,0,0,0,0
1000,900,18,1,0,0,0,0,0,0,0
1000,1000,18,1,0,0,0,0,0,0,0
1000,-1000,21,1,0,0,0,0,0,0,0
1000,-900,21,1,0,0,0,0,0,0,0
1000,-800,21,1,0,0,0,0,0,0,0
1000,-700,21,1,0,0,0,0,0,0,0
1000,-600,21,1,0,0,0,0,0,0,0
1000,-500,21,1,0,0,0,0,0,0,0
1000,-400,21,1,0,0,0,0,0,0,0
1000,-300,21,1,0,0,0,0,0,0,0
1000,-200,21,1,0,0,0,0,0,0,1.28
1000,-100,21,1,19.42,18.42,17.7,18.76,10.93,11.17,40.4
1000,0,21,1,130.09,122.52,117.29,125.68,72.21,73.77,179.37
1000,100,21,1,19.41,18.41,17.7,18.76,10.93,11.17,40.4
1000,200,21,1,0,0,0,0,0,0,1.28
1000,300,21,1,0,0,0,0,0,0,0
1000,400,21,1,0,0,0,0,0,0,0
1000,500,21,1,0,0,0,0,0,0,0
1000,600,21,1,0,0,0,0,0,0,0
1000,700,21,1,0,0,0,0,0,0,0
1000,800,21,1,0,0,0,0,0,0,0
1000,900,21,1,0,0,0,0,0,0,0
1000,1000,21,1,0,0,0,0,0,0,0
-900,-1000,0,1,0,0,0,0,0,0,0
-900,-900,0,1,0,0,0,0,0,0,0
-900,-800,0,1,0,0,0,0,0,0,0
-900,-700,0,1,0,0,0,0,0,0,0
-900,-600,0,1,0,0,0,0,0,0,0
-900,-500,0,1,0,0,0,0,0,0,0
-900,-400,0,1,0,0,0,0,0,0,0
-900,-300,0,1,0,0,0,0,0,0,0
-900,-200,0,1,0,0,0,0,0,0,0
-900,-100,0,1,0,0,0,0,0,0,0
-900,0,0,1,0,0,0,0,0,0,0
-900,100,0,1,0,0,0,0,0,0,0
-900,200,0,1,0,0,0,0,0,0,0
-900,300,0,1,0,0,0,0,0,0,0
-900,400,0,1,0,0,0,0,0,0,0
-900,500,0,1,0,0,0,0,0,0,0
-900,600,0,1,0,0,0,0,0,0,0
-900,700,0,1,0,0,0,0,0,0,0
-900,800,0,1,0,0,0,0,0,0,0
-900,900,0,1,0,0,0,0,0,0,0
-900,1000,0,1,0,0,0,0,0,0,0
-900,-1000,3,1,0,0,0,0,0,0,0
-900,-900,3,1,0,0,0,0,0,0,0
-900,-800,3,1,0,0,0,0,0,0,0
-900,-700,3,1,0,0,0,0,0,0,0
-900,-600,3,1,0,0,0,0,0,0,0
-900,-500,3,1,0,0,0,0,0,0,0
-900,-400,3,1,0,0,0,0,0,0,0
-900,-300,3,1,0,0,0,0,0,0,0
-900,-200,3,1,0,0,0,0,0,0,0
-900,-100,3,1,0,0,0,0,0,0,0
-900,0,3,1,0,0,0,0,0,0,0
-900,100,3,1,0,0,0,0,0,0,0
-900,200,3,1,0,0,0,0,0,0,0
-900,300,3,1,0,0,0,0,0,0,0
-900,400,3,1,0,0,0,0,0,0,0
-900,500,3,1,0,0,0,0,0,0,0
-900,600,3,1,0,0,0,0,0,0,0
-900,700,3,1,0,0,0,0,0,0,0
-900,800,3,1,0,0,0,0,0,0,0
-900,900,3,1,0,0,0,0,0,0,0
-900,1000,3,1,0,0,0,0,0,0,0
-900,-1000,6,1,0,0,0,0,0,0,0
-900,-900,6,1,0,0,0,0,0,0,0
-900,-800,6,1,0,0,0,0,0,0,0
-900,-700,6,1,0,0,0,0,0,0,0
-900,-600,6,1,0,0,0,0,0,0,0
-900,-500,6,1,0,0,0,0,0,0,0
-900,-400,6,1,0,0,0,0,0,0,0
-900,-300,6,1,0,0,0,0,0,0,0
-900,-200,6,1,0,0,0,0,0,0,0
-900,-100,6,1,0,0,0,0,0,0,0
-900,0,6,1,0,0,0,0,0,0,0
-900,100,6,1,0,0,0,0,0,0,0
-900,200,6,1,0,0,0,0,0,0,0
-900,300,6,1,0,0,0,0,0,0,0
-900,400,6,1,0,0,0,0,0,0,0
-900,500,6,1,0,0,0,0,0,0,0
-900,600,6,1,0,0,0,0,0,0,0
-900,700,6,1,0,0,0,0,0,0,0
-900,800,6,1,0,0,0,0,0,0,0
-900,900,6,1,0,0,0,0,0,0,0
-900,1000,6,1,0,0,0,0,0,0,0
-900,-1000,9,1,0,0,0,0,0,0,0
-900,-900,9,1,0,0,0,0,0,0,0
-900,-800,9,1,0,0,0,0,0,0,0
-900,-700,9,1,0,0,0,0,0,0,0
-900,-600,9,1,0,0,0,0,0,0,0
-900,-500,9,1,0,0,0,0,0,0,0
-900,-400,9,1,0,0,0,0,0,0,0
-900,-300,9,1,0,0,0,0,0,0,0
-900,-200,9,1,0,0,0,0,0,0,0
-900,-100,9,1,0,0,0,0,0,0,0
-900,0,9,1,0,0,0,0,0,0,0
-900,100,9,1,0,0,0,0,0,0,0
-900,200,9,1,0,0,0,0,0,0,0
-900,300,9,1,0,0,0,0,0,0,0
-900,400,9,1,0,0,0,0,0,0,0
-900,500,9,1,0,0,0,0,0,0,0
-900,600,9,1,0,0,0,0,0,0,0
-900,700,9,1,0,0,0,0,0,0,0
-900,800,9,1,0,0,0,0,0,0,0
-900,900,9,1,0,0,0,0,0,0,0
-900,1000,9,1,0,0,0,0,0,0,0
-900,-1000,12,1,0,0,0,0,0,0,0
-900,-900,12,1,0,0,0,0,0,0,0
-900,-800,12,1,0,0,0,0,0,0,0
-900,-700,12,1,0,0,0,0,0,0,0
-900,-600,12,1,0,0,0,0,0,0,0
-900,-500,12,1,0,0,0,0,0,0,0
-900,-400,12,1,0,0,0,0,0,0,0
-900,-300,12,1,0,0,0,0,0,0,0
-900,-200,12,1,0,0,0,0,0,0,0
-900,-100,12,1,0,0,0,0,0,0,0
-900,0,12,1,0,0,0,0,0,0,0
-900,100,12,1,0,0,0,0,0,0,0
-900,200,12,1,0,0,0,0,0,0,0
-900,300,12,1,0,0,0,0,0,0,0
-900,400,12,1,0,0,0,0,0,0,0
-900,500,12,1,0,0,0,0,0,0,0
-900,600,12,1,0,0,0,0,0,0,0
-900,700,12,1,0,0,0,0,0,0,0
-900,800,12,1,0,0,0,0,0,0,0
-900,900,12,1,0,0,0,0,0,0,0
-900,1000,12,1,0,0,0,0,0,0,0
-900,-1000,15,1,0,0,0,0,0,0,0
-900,-900,15,1,0,0,0,0,0,0,0
-900,-800,15,1,0,0,0,0,0,0,0
-900,-700,15,1,0,0,0,0,0,0,0
-900,-600,15,1,0,0,0,0,0,0,0
-900,-500,15,1,0,0,0,0,0,0,0
-900,-400,15,1,0,0,0,0,0,0,0
-900,-300,15,1,0,0,0,0,0,0,0
-900,-200,15,1,0,0,0,0,0,0,0
-900,-100,15,1,0,0,0,0,0,0,0
-900,0,15,1,0,0,0,0,0,0,0
-900,100,15,1,0,0,0,0,0,0,0
-900,200,15,1,0,0,0,0,0,0,0
-900,300,15,1,0,0,0,0,0,0,0
-900,400,15,1,0,0,0,0,0,0,0
-900,500,15,1,0,0,0,0,0,0,0
-900,600,15,1,0,0,0,0,0,0,0
-900,700,15,1,0,0,0,0,0,0,0
-900,800,15,1,0,0,0,0,0,0,0
-900,900,15,1,0,0,0,0,0,0,0
-900,1000,15,1,0,0,0,0,0,0,0
-900,-1000,18,1,0,0,0,0,0,0,0
-900,-900,18,1,0,0,0,0,0,0,0
-900,-800,18,1,0,0,0,0,0,0,0
-900,-700,18,1,0,0,0,0,0,0,0
-900,-600,18,1,0,0,0,0,0,0,0
-900,-500,18,1,0,0,0,0,0,0,0
-900,-400,18,1,0,0,0,0,0,0,0
-900,-300,18,1,0,0,0,0,0,0,0
-900,-200,18,1,0,0,0,0,0,0,0
-900,-100,18,1,0,0,0,0,0,0,0
-900,0,18,1,0,0,0,0,0,0,0
-900,100,18,1,0,0,0,0,0,0,0
-900,200,18,1,0,0,0,0,0,0,0
-900,300,18,1,0,0,0,0,0,0,0
-900,400,18,1,0,0,0,0,0,0,0
-900,500,18,1,0,0,0,0,0,0,0
-900,600,18,1,0,0,0,0,0,0,0
-900,700,18,1,0,0,0,0,0,0,0
-900,800,18,1,0,0,0,0,0,0,0
-900,900,18,1,0,0,0,0,0,0,0
-900,1000,18,1,0,0,0,0,0,0,0
-900,-1000,21,1,0,0,0,0,0,0,0
-900,-900,21,1,0,0,0,0,0,0,0
-900,-800,21,1,0,0,0,0,0,0,0
-900,-700,21,1,0,0,0,0,0,0,0
-900,-600,21,1,0,0,0,0,0,0,0
-900,-500,21,1,0,0,0,0,0,0,0
-900,-400,21,1,0,0,0,0,0,0,0
-900,-300,21,1,0,0,0,0,0,0,0
-900,-200,21,1,0,0,0,0,0,0,0
-900,-100,21,1,0,0,0,0,0,0,0
-900,0,21,1,0,0,0,0,0,0,0
-900,100,21,1,0,0,0,0,0,0,0
-900,200,21,1,0,0,0,0,0,0,0
-900,300,21,1,0,0,0,0,0,0,0
-900,400,21,1,0,0,0,0,0,0,0
-900,500,21,1,0,0,0,0,0,0,0
-900,600,21,1,0,0,0,0,0,0,0
-900,700,21,1,0,0,0,0,0,0,0
-900,800,21,1,0,0,0,0,0,0,0
-900,900,21,1,0,0,0,0,0,0,0
-900,1000,21,1,0,0,0,0,0,0,0
900,-1000,0,1,0,0,0,0,0,0,0
900,-900,0,1,0,0,0,0,0,0,0
900,-800,0,1,0,0,0,0,0,0,0
900,-700,0,1,0,0,0,0,0,0,0
900,-600,0,1,0,0,0,0,0,0,0
900,-500,0,1,0,0,0,0,0,0,0
900,-400,0,1,0,0,0,0,0,0,0
900,-300,0,1,0,0,0,0,0,0,0
900,-200,0,1,0,0,0,0,0,0,1.29
900,-100,0,1,27.16,23.9,21.6,26.26,22.15,19.92,59.69
900,0,0,1,265.29,233.62,209.97,256.45,222.39,200.03,349.77
900,100,0,1,27.16,23.9,21.6,26.25,22.15,19.92,59.68
900,200,0,1,0,0,0,0,0,0,1.29
900,300,0,1,0,0,0,0,0,0,0
900,400,0,1,0,0,0,0,0,0,0
900,500,0,1,0,0,0,0,0,0,0
900,600,0,1,0,0,0,0,0,0,0
900,700,0,1,0,0,0,0,0,0,0
900,800,0,1,0,0,0,0,0,0,0
900,900,0,1,0,0,0,0,0,0,0
900,1000,0,1,0,0,0,0,0,0,0
900,-1000,3,1,0,0,0,0,0,0,0
900,-900,3,1,0,0,0,0,0,0,0
900,-800,3,1,0,0,0,0,0,0,0
900,-700,3,1,0,0,0,0,0,0,0
900,-600,3,1,0,0,0,0,0,0,0
900,-500,3,1,0,0,0,0,0,0,0
900,-400,3,1,0,0,0,0,0,0,0
900,-300,3,1,0,0,0,0,0,0,0
900,-200,3,1,0,0,0,0,0,0,1.28
900,-100,3,1,26.87,23.7,21.45,25.97,21.97,19.78,59.2
900,0,3,1,262.42,231.67,208.47,253.68,220.53,198.6,346.42
900,100,3,1,26.86,23.7,21.45,25.97,21.96,19.78,59.19
900,200,3,1,0,0,0,0,0,0,1.28
900,300,3,1,0,0,0,0,0,0,0
900,400,3,1,0,0,0,0,0,0,0
900,500,3,1,0,0,0,0,0,0,0
900,600,3,1,0,0,0,0,0,0,0
900,700,3,1,0,0,0,0,0,0,0
900,800,3,1,0,0,0,0,0,0,0
900,900,3,1,0,0,0,0,0,0,0
900,1000,3,1,0,0,0,0,0,0,0
900,-1000,6,1,0,0,0,0,0,0,0
900,-900,6,1,0,0,0,0,0,0,0
900,-800,6,1,0,0,0,0,0,0,0
900,-700,6,1,0,0,0,0,0,0,0
900,-600,6,1,0,0,0,0,0,0,0
900,-500,6,1,0,0,0,0,0,0,0
900,-400,6,1,0,0,0,0,0,0,0
900,-300,6,1,0,0,0,0,0,0,0
900,-200,6,1,0,0,0,0,0,0,1.26
900,-100,6,1,26.01,23.12,21,25.14,21.42,19.36,57.76
900,0,6,1,253.99,225.92,204.04,245.54,215.04,194.37,336.58
900,100,6,1,26,23.11,20.99,25.14,21.42,19.36,57.75
900,200,6,1,0,0,0,0,0,0,1.26
900,300,6,1,0,0,0,0,0,0,0
900,400,6,1,0,0,0,0,0,0,0
900,500,6,1,0,0,0,0,0,0,0
